JCAT , SatcatLaunch_Tag Piece     , Type     , Name                        , PLName                      , LDate      , Parent      , SDate              , Primary, DDate              , Status Dest   , Owner       , State , Manufacturer, Bus              , Motor       , Mass     , DryMass   , TotMass  , Length, Diamete, Span   , Shape                    , ODate      , Perigee, Apogee, Inc   , OpOrbitOQU AltNames, STATUS, OBJECT_NAME             , OBJECT_ID , EPOCH                     , MEAN_MOTION, ECCENTRICITY, INCLINATION, RA_OF_ASC_NODE, ARG_OF_PERICENTER, MEAN_ANOMALY, EPHEMERIS_TYPE, CLASSIFICATION_TYPE, NORAD_CAT_ID, ELEMENT_SET_NO, REV_AT_EPOCH, BSTAR         , MEAN_MOTION_DOT, MEAN_MOTION_DDOT, LAST_UPDATED       , DATA_SOURCE               , TLE_LINE1                                                            , TLE_LINE2                                                            , N2YO_SAT_NAME              , TLE_FETCHED
20026, 20026 1989-039   1989-039C , P        , Kosmos-2024                 , Etalon PKA No. 2L           , 1989 May 31, S20044      , 1989 May 31 1250?  , Earth  , -                  , O      -      , NPOPM       , SU    , NPOPM       , Etalon           , -           , 1230     , 1230      , 1230     , 1.3   , 1.3    , 1.3    , Sphere                   , 1989 Jul  1, 19099  , 19144 , 64.84 , MEO    -   Glonass , ACTIVE, COSMOS 2024 (ETALON 2)  , 1989-039C , 2025-10-03T09:56:30.717024,  2.13204522, 0.00203936  ,     65.0901,       319.376 ,          214.5627,     106.5546,            0.0, U                  ,      20026.0,          999.0,      28302.0, 0.0           , -6e-08         , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 20026U 89039C   25276.41424441 -.00000006  00000-0  00000-0 0  9992, 2 20026  65.0901 319.3760 0020394 214.5627 106.5546  2.13204522283020, COSMOS 2024 (ETALON 2)     , YES
20253, 20253 1989-077   1989-077A , P        , FLTSATCOM F8                , FLTSATCOM F8                , 1989 Sep 25, S20254      , 1989 Sep 25 0923   , Earth  , -                  , O      -      , SPAWAR      , US    , TRW         , FLTSATCOM        , Star 37FM   , 957      , 822       , 1928     , 1.3   , 2.4    , 13.2   , Hex Cyl + Dish + 2 Pan   , 1989 Oct 25, 35781  , 35786 , 4.98  , GEO/I  -   USA 46  , ACTIVE, FLTSATCOM 8 (USA 46)    , 1989-077A , 2025-10-03T13:46:51.714624,  1.00266679, 0.00046046  ,     12.494 ,       352.6918,          222.8076,     129.4086,            0.0, U                  ,      20253.0,          999.0,      25798.0, 0.0           , -3.61e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 20253U 89077A   25276.57420966 -.00000361  00000-0  00000-0 0  9995, 2 20253  12.4940 352.6918 0004605 222.8076 129.4086  1.00266679257988, FLTSATCOM 8 (USA 46)       , YES
20442, 20442 1990-005   1990-005G , P        , LUSAT-OSCAR-19              , Lusat                       , 1990 Jan 22, A04781      , 1990 Jan 22 0156   , Earth  , -                  , O      -      , AMLU        , AR    , AMNA        , Microsat         , -           , 12       , 12        , 12       , 0.2   , 0.2    , 0.2    , Box                      , 1990 Feb 21, 790    , 805   , 98.71 , LEO/S  -   LO-19   , ACTIVE, LUSAT (LO-19)           , 1990-005G , 2025-10-03T11:50:55.051872, 14.34002439, 0.00106911  ,     98.9007,       286.0506,          235.947 ,     124.0699,            0.0, U                  ,      20442.0,          999.0,      86560.0, 0.00017763871 , 4.49e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 20442U 90005G   25277.47053606  .00000371  00000-0  14963-3 0  9997, 2 20442  98.9007 287.0557 0010727 232.8464 127.1740 14.34003013865748, OSCAR 19 (LUSAT)           , YES
20580, 20580 1990-037   1990-037B , P ---S-  , Hubble Space Telescope      , Hubble Space Telescope      , 1990 Apr 24, S20579  2-11, 1990 Apr 25 1249?  , Earth  , 1990 Apr 25 1249?  , ATT    A04833 , GSFC        , US    , LMSC        , HST              , -           , 7547     , 7547      , 10843    , 13.1  , 4.3    , 13.1   , Step Cyl + 2 Pan         , 1990 May 24, 611    , 620   , 28.47 , LEO/I  -   NAIF048 , ACTIVE, HST                     , 1990-037B , 2025-10-03T14:47:52.797120, 15.2670294 , 0.00023464  ,     28.4693,        29.3001,          167.6788,     192.3864,            0.0, U                  ,      20580.0,          999.0,      74926.0, 0.00048028267 , 0.00013215     , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 20580U 90037B   25276.61658330  .00013215  00000-0  48028-3 0  9995, 2 20580  28.4693  29.3001 0002346 167.6788 192.3864 15.26702940749269, HST                        , YES
20776, 20776 1990-079   1990-079A , P        , Skynet 4C                   , Skynet 4C                   , 1990 Aug 30, S20778      , 1990 Aug 30 2306   , Earth  , 2003 Oct 24        , N      -      , MOD         , UK    , BAES        , ECS              , TE-M-700-19 , 1430     , 655       , 1430     , 2.1   , 1.9    , 16.0   , Box + 2 Pan              , 1990 Sep 30, 35785  , 35787 , 4.31  , GEO/I  -           , ACTIVE, SKYNET 4C               , 1990-079A , 2025-10-02T20:40:47.267616,  1.00276113, 0.0003443   ,     13.423 ,       351.5526,          199.6829,     164.2349,            0.0, U                  ,      20776.0,          999.0,      12831.0, 0.0           , 1.33e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 20776U 90079A   25275.86165819  .00000133  00000-0  00000-0 0  9999, 2 20776  13.4230 351.5526 0003443 199.6829 164.2349  1.00276113128317, SKYNET 4C                  , YES
20929, 20929 1990-095   1990-095A , P ------c, DSP F15                     , DSP 15                      , 1990 Nov 13, S20932      , 1990 Nov 13 0719?  , Earth  , -                  , O      GEO/S? , AFSSD2      , US    , TRW         , DSP B14          , MRE-4       , 2380     , 2200    ? , 2380    ?, 10.0  , 3.3    , 11.5   , Cyl + 4 Pan              , 2000 Mar 23, 35770  , 35803 , 4.00  , GEO/I  -   USA 65:U, ACTIVE, USA 65 (DSP 15)         , 1990-095A , 2025-10-03T09:52:10.232256,  0.98396213, 0.0003554   ,     14.1648,       345.8122,          123.6095,     288.0477,            0.0, U                  ,      20929.0,          999.0,       2294.0, 0.0           , -7e-08         , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 20929U 90095A   25276.41122954 -.00000007  00000-0  00000-0 0  9993, 2 20929  14.1648 345.8122 0003554 123.6095 288.0477  0.98396213 22940, USA 65                     , YES
21639, 21639 1991-054   1991-054B , P ---S-  , TDRS 5                      , TDRS-E                      , 1991 Aug  2, S21641      , 1991 Aug  3 0408?  , Earth  , -                  , O      -      , GSFC        , US    , TRW         , TDRS             , AOCS        , 2534     , 1700    ? , 2534     , 1.3   , 2.4    , 17.4   , Box + Dish + 2 Pan       , 1991 Sep  6, 35779  , 35787 , 0.10  , GEO/S  -           , ACTIVE, TDRS 5                  , 1991-054B , 2025-10-03T09:25:41.416608,  1.00272829, 0.00122267  ,     14.1032,       355.6575,          240.8476,     109.6519,            0.0, U                  ,      21639.0,          999.0,      12513.0, 0.0           , 9.1e-07        , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 21639U 91054B   25276.39284047  .00000091  00000-0  00000-0 0  9999, 2 21639  14.1032 355.6575 0012227 240.8476 109.6519  1.00272829125139, TDRS 5                     , YES
21805, 21805 1991-080   1991-080B , P ---S- c, DSP F16                     , DSP 16                      , 1991 Nov 24, S21807      , 1991 Nov 25 1239   , Earth  , -                  , O      GEO/S? , AFSSD2      , US    , TRW         , DSP B14          , MRE-4       , 2360     , 2200    ? , 2360     , 10.0  , 3.3    , 11.5   , Cyl + 4 Pan              , 2000 Feb 29, 35766  , 35807 , 3.97  , GEO/I  -   USA 75:U, ACTIVE, USA 75 (DSP 16)         , 1991-080B , 2025-10-03T06:29:56.833152,  0.99185746, 0.0003594   ,     14.1437,       347.3276,          141.2487,     272.4353,            0.0, U                  ,      21805.0,          999.0,       2316.0, 0.0           , -1.63e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 21805U 91080B   25276.27079668 -.00000163  00000-0  00000-0 0  9992, 2 21805  14.1437 347.3276 0003594 141.2487 272.4353  0.99185746 23165, USA 75                     , YES
22314, 22314 1993-003   1993-003B , P ---S-  , TDRS-6                      , TDRS F                      , 1993 Jan 13, S22316      , 1993 Jan 13 0306?  , Earth  , -                  , O      -      , GSFC        , US    , TRW         , TDRS             , AOCS        , 2534     , 1673    ? , 2534     , 1.3   , 2.4    , 17.4   , Box + Dish + 2 Pan       , 1993 Feb 15, 35778  , 35794 , 0.07  , GEO/S  -           , ACTIVE, TDRS 6                  , 1993-003B , 2025-10-03T01:41:59.985024,  1.00263475, 0.00113479  ,     14.1776,       358.9503,          195.9682,     156.4558,            0.0, U                  ,      22314.0,          999.0,      11982.0, 0.0           , -2.89e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 22314U 93003B   25276.07083316 -.00000289  00000-0  00000-0 0  9997, 2 22314  14.1776 358.9503 0011348 195.9682 156.4558  1.00263475119823, TDRS 6                     , YES
22490, 22490 1993-009   1993-009B , P        , SCD-1                       , SCD-1                       , 1993 Feb  9, S22491      , 1993 Feb  9 1442   , Earth  , -                  , O      -      , INPE        , BR    , INPE        , SCD              , -           , 115      , 115       , 115      , 0.7   , 1.0    , 1.0    , Oct Cyl                  , 1993 Mar 12, 724    , 789   , 24.97 , LEO/E  -           , ACTIVE, SCD 1                   , 1993-009B , 2025-10-03T15:47:41.430624, 14.45933619, 0.00418313  ,     24.971 ,       351.2896,          303.4833,     215.3319,            0.0, U                  ,      22490.0,          999.0,      72394.0, 0.00022151641 , 9.95e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 22490U 93009B   25277.53144840  .00000859  00000-0  18426-3 0  9996, 2 22490  24.9710 345.8992 0041849 312.7663  81.2888 14.45934322724078, SCD 1                      , YES
22787, 22787 1993-056   1993-056A , P        , UHF F/O F2                  , UFO F2                      , 1993 Sep  3, S22788      , 1993 Sep  3 1145?  , Earth  , -                  , O      -      , HCI         , US    , HSES        , HS-601           , R-4D-11     , 2840     , 1000    ? , 2840     , 4.0  ?, 3.0  ? , 18.3   , Box + 2 Pan              , 1993 Oct  7, 35129  , 36444 , 5.09  , GEO/I  -   USA 95:C, ACTIVE, UFO 2 (USA 95)          , 1993-056A , 2025-10-02T20:51:38.774592,  1.00276084, 0.0004757   ,     11.8066,         4.9282,          234.2419,     114.2808,            0.0, U                  ,      22787.0,          999.0,      11596.0, 0.0           , 1.32e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 22787U 93056A   25275.86919878  .00000132  00000-0  00000-0 0  9992, 2 22787  11.8066   4.9282 0004757 234.2419 114.2808  1.00276084115967, UFO 2 (USA 95)             , YES
22824, 22824 1993-061   1993-061B , P        , Stella                      , Stella                      , 1993 Sep 26, S22830      , 1993 Sep 26 0205   , Earth  , -                  , O      -      , CNES        , F     , CNES        , Starlette        , -           , 48       , 48        , 48       , 0.2   , 0.2    , 0.2    , Sphere                   , 1993 Oct 28, 797    , 805   , 98.68 , LEO/S  -           , ACTIVE, STELLA                  , 1993-061B , 2025-10-03T16:02:19.730688, 14.27460221, 0.00052945  ,     98.8119,       334.5048,          262.1505,     261.5505,            0.0, U                  ,      22824.0,          999.0,      66817.0, 1.6372952e-05 , -5e-08         , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 22824U 93061B   25277.50043417 -.00000000  00000-0  18439-4 0  9994, 2 22824  98.8118 335.3435 0005301 259.2308 218.3519 14.27460275668297, STELLA                     , YES
22825, 22825 1993-061   1993-061C , P        , AMRAD-OSCAR-27              , Eyesat 1                    , 1993 Sep 26, A05382      , 1993 Sep 26 0209   , Earth  , -                  , O      -      , INFER       , US    , INFER       , Microsat         , -           , 12       , 12        , 12       , 0.3   , 0.3    , 0.3    , Cube                     , 1993 Nov  1, 793    , 806   , 98.68 , LEO/S  -   AO-27   , ACTIVE, EYESAT A (AO-27)        , 1993-061C , 2025-10-03T10:35:34.090656, 14.30839413, 0.00092825  ,     98.7247,       338.5076,          129.2243,     230.9765,            0.0, U                  ,      22825.0,          999.0,      67028.0, 0.00015773362 , 3.69e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 22825U 93061C   25276.44136679  .00000369  00000-0  15773-3 0  9994, 2 22825  98.7247 338.5076 0009283 129.2243 230.9765 14.30839413670286, EYESAT-1                   , YES
22826, 22826 1993-061   1993-061D , P        , Healthsat 2                 , Healthsat 2                 , 1993 Sep 26, A05382      , 1993 Sep 26 0208   , Earth  , 1999               , N      -      , SATEL       , US    , SSTL        , UoSAT            , -           , 50       , 50        , 50       , 0.6  ?, 0.4    , 6.5  ? , Box + Ant                , 1993 Nov  1, 792    , 805   , 98.68 , LEO/S  -           , ACTIVE, ITAMSAT (IO-26)         , 1993-061D , 2025-10-03T15:16:20.989056, 14.31256975, 0.00099741  ,     98.7194,       338.5961,          114.5013,     245.721 ,            0.0, U                  ,      22826.0,          999.0,      67061.0, 0.00016974671 , 4.04e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 22826U 93061D   25276.63635404  .00000404  00000-0  16975-3 0  9991, 2 22826  98.7194 338.5961 0009974 114.5013 245.7210 14.31256975670613, ITAMSAT                    , YES
22988, 22988 1994-009   1994-009A , P ------c, Milstar 1                   , Milstar DFS-1               , 1994 Feb  7, S22989      , 1994 Feb  8 0421   , Earth  , -                  , O      GEO/S? , AFSMC       , US    , LMSC        , Milstar          , -           , 4500     , 4100    ? , 4500     , 15.5  , 4.0  ? , 35.0   , Truss + 2 Dish + 2 Pan   , 1999 Mar  9, 35777  , 35796 , 0.01  , GEO/S  -   USA 99  , ACTIVE, USA 99 (MILSTAR-1 1)    , 1994-009A , 2025-10-01T20:06:45.860256,  1.00270385, 0.0002218   ,     17.232 ,        30.4724,          195.0208,     356.9973,            0.0, U                  ,      22988.0,          999.0,       3036.0, 0.0           , -1.89e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 22988U 94009A   25274.83803079 -.00000189  00000-0  00000+0 0  9997, 2 22988  17.2320  30.4724 0002218 195.0208 356.9973  1.00270385 30364, USA 99                     , YES
23439, 23439 1994-085   1994-085A , P        , Radio-ROSTO                 , RS-15                       , 1994 Dec 26, S23440      , 1994 Dec 26 0410?  , Earth  , -                  , O      -      , NPOPMR      , RU    , NPOPMR      , Strela-1M        , -           , 70       , 70        , 70       , 0.8   , 0.8    , 0.8    , Poly                     , 1995 Jan 25, 1881   , 2163  , 64.82 , MEO    -           , ACTIVE, RADIO ROSTO (RS-15)     , 1994-085A , 2025-10-03T15:02:54.064896, 11.27581391, 0.01476319  ,     64.8219,       358.1384,           52.0094,     309.4058,            0.0, U                  ,      23439.0,          999.0,      26697.0, -2.4381313e-05, -4.3e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 23439U 94085A   25277.51390777 -.00000043  00000-0 -10422-4 0  9991, 2 23439  64.8219 356.7043 0147647  51.8363 309.5759 11.27581379267070, RADIO ROSTO                , YES
23467, 23467 1995-003   1995-003A , P        , UHF F/O F4                  , UFO F4-EHF                  , 1995 Jan 29, S23468      , 1995 Jan 29 0153   , Earth  , -                  , O      -      , HCI         , US    , HSES        , HS-601           , R-4D-11-300 , 3023     , 1350      , 3023     , 4.0  ?, 3.0  ? , 18.3  ?, Box + 2 Pan              , 1995 Mar  8, 35646  , 35920 , 5.11  , GEO/I  -   USA 108:, ACTIVE, UFO 4 (USA 108)         , 1995-003A , 2025-10-03T10:46:38.405568,  1.0027579 , 0.00040483  ,      9.6936,        14.0472,          183.1301,     149.2993,            0.0, U                  ,      23467.0,          999.0,      11237.0, 0.0           , -1.4e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 23467U 95003A   25276.44905562 -.00000014  00000-0  00000-0 0  9992, 2 23467   9.6936  14.0472 0004048 183.1301 149.2993  1.00275790112370, UFO 4 (USA 108)            , YES
24307, 24307 1996-053   1996-053A , P        , INMARSAT III F-2            , INMARSAT III F-2            , 1996 Sep  6, S25339      , 1996 Sep  7 0032   , Earth  , 1999 Apr 15        , N      -      , INMAR       , I-INM , LMTEW       , AS4000           , Star 37FM?  , 1130     , 900    ?  , 1130     , 7.6   , 2.1    , 20.7   , Box + 2 Pan              , 1996 Oct  6, 36039  , 36053 , 2.67  , GEO/D  -           , ACTIVE, INMARSAT 3-F2           , 1996-053A , 2025-10-03T12:09:55.669248,  0.99981497, 0.00065405  ,      9.2727,        56.4832,          134.0075,      52.6052,            0.0, U                  ,      24307.0,          999.0,      10635.0, 0.0           , 1.39e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 24307U 96053A   25277.43447742  .00000141  00000-0  00000+0 0  9992, 2 24307   9.2748  56.4742 0006530 134.8055  25.6918  0.99981918106367, INMARSAT 3-F2              , YES
25019, 25019 1997-065   1997-065A , P ------c, DSCS III B-13               , DSCS III B-13               , 1997 Oct 25, S25020      , 1997 Oct 25 0112   , Earth  , -                  , O      GEO/S? , AFSMC/DISA  , US    , LMVF        , DSCS III         , AOCS        , 1232     , 900       , 1232     , 2.1   , 1.9    , 9.5    , Box + 2 Pan              , 1997 Nov  1, 35780? , 35800?, 0.00  , GEO/S  -   USA 134 , ACTIVE, USA 134                 , 1997-065A , 2025-10-03T11:24:19.109952,  1.00275563, 0.00034924  ,     12.4778,        23.5852,          236.9955,     170.5538,            0.0, U                  ,      25019.0,          999.0,       3038.0, 0.0           , -5.5e-07       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25019U 97065A   25277.46667257 -.00000055  00000-0  00000+0 0  9990, 2 25019  12.4775  23.5791 0003375 230.1659 175.3058  1.00275442 30395, USA 134                    , YES
25118, 25118 1997-084   1997-084G , P        , Orbcomm A2                  , Orbcomm FM6                 , 1997 Dec 23, S25121      , 1997 Dec 23 2018   , Earth  , -                  , O      LEO    , ORBC        , US    , OSCG        , Microstar        , -           , 42       , 42        , 42       , 0.2   , 1.0    , 4.3    , Cyl + 2 Pan + Ant        , 1998 Jan 22, 813    , 824   , 45.02 , LEO/I  -           , ACTIVE, ORBCOMM FM06            , 1997-084G , 2025-10-03T06:39:16.891776, 14.46474196, 0.00024379  ,     45.0124,       208.5632,          354.4285,     166.0848,            0.0, U                  ,      25118.0,          999.0,      45717.0, 0.0013187013  , 4.648e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25118U 97084G   25277.52208041  .00003206  00000-0  92201-3 0  9998, 2 25118  45.0130 202.5810 0002274   0.6966 168.2241 14.46480392457351, ORBCOMM FM 6               , YES
25153, 25153 1998-006   1998-006B , P        , INMARSAT III F-5            , INMARSAT III F-5            , 1998 Feb  4, S25154      , 1998 Feb  4 2355   , Earth  , 1999 Apr 15        , N      -      , INMAR       , I-INM , LMEW        , AS4000           , Star 37FM   , 964      , 827       , 2000     , 7.6   , 2.1    , 20.7   , Box + 2 Pan              , 1998 Mar  6, 35783  , 35820 , 2.89  , GEO/D  -           , ACTIVE, INMARSAT 3-F5           , 1998-006B , 2025-10-03T06:40:00.026112,  1.00269991, 0.00049514  ,      9.1139,        55.7468,          143.1629,     219.3871,            0.0, U                  ,      25153.0,          999.0,      10132.0, 0.0           , -2.83e-06      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25153U 98006B   25276.27777808 -.00000283  00000-0  00000-0 0  9991, 2 25153   9.1139  55.7468 0004951 143.1629 219.3871  1.00269991101326, INMARSAT 3-F5              , YES
25159, 25159 1998-007   1998-007C , P        , Orbcomm G2                  , Orbcomm FM4                 , 1998 Feb 10, S25160      , 1998 Feb 10 1337   , Earth  , -                  , O      -      , ORBC        , US    , OSCG        , Microstar        , -           , 42       , 42        , 42       , 0.2   , 1.0    , 4.3    , Cyl + 2 Pan + Ant        , 1998 Mar 12, 777    , 804   , 108.00, LEO/R  -           , ACTIVE, ORBCOMM FM04            , 1998-007C , 2025-10-03T05:45:44.803296, 14.35006458, 0.00384305  ,    107.9619,         0.8989,           56.1078,     304.3709,            0.0, U                  ,      25159.0,          999.0,      43972.0, 0.00098839675 , 2.713e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25159U 98007C   25277.49487351  .00002017  00000-0  74688-3 0  9996, 2 25159 107.9621   3.4778 0038447  53.7708 306.6977 14.35010919439901, ORBCOMM FM 4               , YES
25160, 25160 1998-007   1998-007D , R4       , Taurus 2 Stage 4            , Orion 38                    , 1998 Feb 10, R63907      , 1998 Feb 10 1332   , Earth  , -                  , O      -      , OSCC        , US    , ATKH        , Orion 38         , -           , 202      , 202       , 202      , 1.4   , 1.0    , 2.0    , Cyl                      , 1998 Mar 14, 782    , 871   , 107.99, LEO/R  -           , ACTIVE, CELESTIS-02 & TAURUS R/B, 1998-007D , 2025-10-03T12:21:14.556384, 14.2237645 , 0.0062636   ,    108.0019,       174.1537,          213.3165,     320.4612,            0.0, U                  ,      25160.0,          999.0,      43401.0, 0.00017362684 , 2.65e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25160U 98007D   25277.49921397  .00000203  00000-0  14613-3 0  9998, 2 25160 108.0018 176.1403 0062584 211.6513 321.4379 14.22376932434155, CELESTIS 03/TAURUS R/B     , YES
25398, 25398 1998-043   1998-043E , P        , WESTPAC                     , WPLTN WESTPAC               , 1998 Jul 10, S25394      , 1998 Jul 10 0649?  , Earth  , -                  , O      -      , EOSAU       , AU    , EOSAU       , NIIKP            , -           , 24       , 24        , 24       , 0.2   , 0.2    , 0.2    , Sphere                   , 1998 Aug 10, 817    , 818   , 98.80 , LEO/S  -           , ACTIVE, WESTPAC                 , 1998-043E , 2025-10-03T08:24:04.523904, 14.23030101, 8.726e-05   ,     98.9845,       251.7299,          176.7792,     183.3391,            0.0, U                  ,      25398.0,          999.0,      41441.0, 4.7403451e-05 , 6e-07          , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25398U 98043E   25277.47504411  .00000043  00000-0  39480-4 0  9995, 2 25398  98.9847 252.8775 0000937 173.6546 186.4643 14.23030274414570, WESTPAC                    , YES
25415, 25415 1998-046   1998-046C , P        , Orbcomm B7                  , Orbcomm FM19                , 1998 Aug  2, S25422      , 1998 Aug  2 1733   , Earth  , -                  , O      LEO    , ORBC        , US    , OSCG        , Microstar        , -           , 42       , 42        , 42       , 0.2   , 1.0    , 4.3    , Cyl + 2 Pan + Ant        , 1998 Sep  1, 814    , 824   , 45.00 , LEO/I  -           , ACTIVE, ORBCOMM FM19            , 1998-046C , 2025-10-03T15:58:50.196864, 14.38679875, 0.0003199   ,     44.9945,        22.2073,          136.3288,       3.6481,            0.0, U                  ,      25415.0,          999.0,      41982.0, 0.001119966   , 3.325e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25415U 98046C   25276.66585876  .00003325  00000-0  11200-2 0  9996, 2 25415  44.9945  22.2073 0003199 136.3288   3.6481 14.38679875419827, ORBCOMM FM 19              , YES
25416, 25416 1998-046   1998-046D , P        , Orbcomm B8                  , Orbcomm FM20                , 1998 Aug  2, S25422      , 1998 Aug  2 1735   , Earth  , -                  , O      LEO    , ORBC        , US    , OSCG        , Microstar        , -           , 42       , 42        , 42       , 0.2   , 1.0    , 4.3    , Cyl + 2 Pan + Ant        , 1998 Sep  1, 814    , 825   , 45.00 , LEO/I  -           , ACTIVE, ORBCOMM FM20            , 1998-046D , 2025-10-03T14:51:57.056832, 14.37442019, 0.00018621  ,     44.9947,        27.6863,          184.1618,     175.9214,            0.0, U                  ,      25416.0,          999.0,      41986.0, 0.00084349083 , 2.405e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25416U 98046D   25276.61941038  .00002405  00000-0  84349-3 0  9991, 2 25416  44.9947  27.6863 0001862 184.1618 175.9214 14.37442019419867, ORBCOMM FM 20              , YES
25481, 25481 1998-053   1998-053G , P        , Orbcomm C7                  , Orbcomm FM27                , 1998 Sep 23, S25484      , 1998 Sep 23 0615   , Earth  , -                  , O      LEO    , ORBC        , US    , OSCG        , Microstar        , -           , 42       , 42        , 42       , 0.2   , 1.0    , 4.3    , Cyl + 2 Pan + Ant        , 1998 Oct 25, 807    , 820   , 45.02 , LEO/I  -           , ACTIVE, ORBCOMM FM27            , 1998-053G , 2025-10-03T13:24:41.330016, 14.38380393, 0.00013005  ,     45.0038,       113.6142,           77.6874,     282.4119,            0.0, U                  ,      25481.0,          999.0,      41327.0, 0.00090704452 , 2.649e-05      , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25481U 98053G   25276.55881169  .00002649  00000-0  90704-3 0  9994, 2 25481  45.0038 113.6142 0001300  77.6874 282.4119 14.38380393413279, ORBCOMM FM 27              , YES
25504, 25504 1998-060   1998-060A , P        , SCD-2                       , SCD-2                       , 1998 Oct 23, S25506      , 1998 Oct 23 0013   , Earth  , -                  , O      -      , INPE        , BR    , INPE        , SCD              , -           , 115      , 115       , 115      , 0.7   , 1.0    , 1.0    , Oct Cyl                  , 1998 Nov 23, 742    , 768   , 25.00 , LEO/E  -           , ACTIVE, SCD 2                   , 1998-060A , 2025-10-03T04:54:52.782912, 14.45362873, 0.00165552  ,     24.9946,       216.7955,          287.8642,     204.7356,            0.0, U                  ,      25504.0,          999.0,      42310.0, 0.00020704369 , 9.23e-06       , 0.0             , 2025-10-04 23:19:22, planet4589.org + Celestrak, 1 25504U 98060A   25277.52209882  .00000802  00000-0  17317-3 0  9990, 2 25504  24.9945 208.6735 0016573 301.9593 218.9863 14.45364073423298, SCD 2                      , YES
